area,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,item,value_hg_ha
Bangladesh,2006,2666,9074.43,26.44,Soybeans,15144
Bangladesh,2006,2666,9074.43,26.44,Sweet potatoes,90254
Bangladesh,2006,2666,9074.43,26.44,Wheat,15344
Bangladesh,2007,2666,10962.31,25.95,Maize,59812
Bangladesh,2007,2666,10962.31,25.95,Potatoes,149768
Bangladesh,2007,2666,10962.31,25.95,"Rice, paddy",40833
Bangladesh,2007,2666,10962.31,25.95,Sorghum,13462
Bangladesh,2007,2666,10962.31,25.95,Soybeans,14717
Bangladesh,2007,2666,10962.31,25.95,Sweet potatoes,90479
Bangladesh,2007,2666,10962.31,25.95,Wheat,18471
Bangladesh,2008,2666,12936.5,26,Maize,60172
Bangladesh,2008,2666,12936.5,26,Potatoes,165373
Bangladesh,2008,2666,12936.5,26,"Rice, paddy",41441
Bangladesh,2008,2666,12936.5,26,Sorghum,21505
Bangladesh,2008,2666,12936.5,26,Soybeans,15026
Bangladesh,2008,2666,12936.5,26,Sweet potatoes,97290
Bangladesh,2008,2666,12936.5,26,Wheat,21753
Bangladesh,2009,2666,13790.09,26.54,Maize,56831
Bangladesh,2009,2666,13790.09,26.54,Potatoes,133367
Bangladesh,2009,2666,13790.09,26.54,"Rice, paddy",42404
Bangladesh,2009,2666,13790.09,26.54,Sorghum,13300
Bangladesh,2009,2666,13790.09,26.54,Soybeans,14660
Bangladesh,2009,2666,13790.09,26.54,Sweet potatoes,96232
Bangladesh,2009,2666,13790.09,26.54,Wheat,21516
Bangladesh,2010,2666,13283.72,26.65,Maize,58378
Bangladesh,2010,2666,13283.72,26.65,Potatoes,182299
Bangladesh,2010,2666,13283.72,26.65,"Rice, paddy",43422
Bangladesh,2010,2666,13283.72,26.65,Sorghum,12806
Bangladesh,2010,2666,13283.72,26.65,Soybeans,17090
Bangladesh,2010,2666,13283.72,26.65,Sweet potatoes,98688
Bangladesh,2010,2666,13283.72,26.65,Wheat,23959
Bangladesh,2011,2666,14798.28,25.8,Maize,61512
Bangladesh,2011,2666,14798.28,25.8,Potatoes,180931
Bangladesh,2011,2666,14798.28,25.8,"Rice, paddy",43917
Bangladesh,2011,2666,14798.28,25.8,Sorghum,14667
Bangladesh,2011,2666,14798.28,25.8,Soybeans,15898
Bangladesh,2011,2666,14798.28,25.8,Sweet potatoes,97962
Bangladesh,2011,2666,14798.28,25.8,Wheat,26012
Bangladesh,2012,2666,13289.18,26.28,Maize,65838
Bangladesh,2012,2666,13289.18,26.28,Potatoes,190627
Bangladesh,2012,2666,13289.18,26.28,"Rice, paddy",44206
Bangladesh,2012,2666,13289.18,26.28,Sorghum,13452
Bangladesh,2012,2666,13289.18,26.28,Soybeans,15814
Bangladesh,2012,2666,13289.18,26.28,Sweet potatoes,102939
Bangladesh,2012,2666,13289.18,26.28,Wheat,27789
Bangladesh,2013,2666,15330.16,26.59,Maize,65953
Bangladesh,2013,2666,15330.16,26.59,Potatoes,193790
Bangladesh,2013,2666,15330.16,26.59,"Rice, paddy",45317
Bangladesh,2013,2666,15330.16,26.59,Sorghum,11343
Bangladesh,2013,2666,15330.16,26.59,Soybeans,14729
Bangladesh,2013,2666,15330.16,26.59,Sweet potatoes,97019
Bangladesh,2013,2666,15330.16,26.59,Wheat,30138
Belarus,1992,618,8306.31,6.74,Maize,30000
Belarus,1992,618,8306.31,6.74,Potatoes,115326
Belarus,1992,618,8306.31,6.74,Wheat,27983
Belarus,1993,618,8306.31,5.61,Maize,12000
Belarus,1993,618,8306.31,5.61,Potatoes,155463
Belarus,1993,618,8306.31,5.61,Wheat,26826
Belarus,1994,618,8306.31,6.26,Maize,5000
Belarus,1994,618,8306.31,6.26,Potatoes,118235
Belarus,1994,618,8306.31,6.26,Wheat,22802
Belarus,1995,618,8306.31,6.68,Maize,24545
Belarus,1995,618,8306.31,6.68,Potatoes,131092
Belarus,1995,618,8306.31,6.68,Wheat,24791
Belarus,1996,618,8306.31,5.32,Maize,23000
Belarus,1996,618,8306.31,5.32,Potatoes,151328
Belarus,1996,618,8306.31,5.32,Wheat,21989
Belarus,1997,618,8306.31,5.98,Maize,20333
Belarus,1997,618,8306.31,5.98,Potatoes,99173
Belarus,1997,618,8306.31,5.98,Wheat,25132
Belarus,1998,618,8306.31,6.11,Maize,26522
Belarus,1998,618,8306.31,6.11,Potatoes,108971
Belarus,1998,618,8306.31,6.11,Wheat,21347
Belarus,1999,618,8306.31,7.38,Maize,26053
Belarus,1999,618,8306.31,7.38,Potatoes,113330
Belarus,1999,618,8306.31,7.38,Wheat,17322
Belarus,2000,618,8306.31,7.52,Maize,23077
Belarus,2000,618,8306.31,7.52,Potatoes,131888
Belarus,2000,618,8306.31,7.52,Wheat,21367
Belarus,2001,618,8306.31,6.71,Maize,25917
Belarus,2001,618,8306.31,6.71,Potatoes,122132
Belarus,2001,618,8306.31,6.71,Wheat,21255
Belarus,2002,618,8306.31,7.34,Maize,32889
Belarus,2002,618,8306.31,7.34,Potatoes,134922
Belarus,2002,618,8306.31,7.34,Wheat,26919
Belarus,2004,618,8306.31,6.49,Maize,35297
Belarus,2004,618,8306.31,6.49,Potatoes,195459
Belarus,2004,618,8306.31,6.49,Wheat,33040
Belarus,2005,618,8306.31,6.53,Maize,39965
Belarus,2005,618,8306.31,6.53,Potatoes,177299
Belarus,2005,618,8306.31,6.53,Wheat,32812
Belarus,2006,618,8306.31,6.6,Maize,39390
Belarus,2006,618,8306.31,6.6,Potatoes,191956
Belarus,2006,618,8306.31,6.6,Wheat,28191
Belarus,2007,618,8306.31,7.51,Maize,50653
Belarus,2007,618,8306.31,7.51,Potatoes,211948
Belarus,2007,618,8306.31,7.51,Wheat,32771
Belarus,2008,618,8306.31,7.75,Maize,43890
Belarus,2008,618,8306.31,7.75,Potatoes,220735
Belarus,2008,618,8306.31,7.75,Wheat,39752
Belarus,2009,618,8306.31,6.75,Maize,46818
Belarus,2009,618,8306.31,6.75,Potatoes,186040
Belarus,2009,618,8306.31,6.75,Wheat,35428
Belarus,2010,618,8306.31,6.71,Maize,49306
Belarus,2010,618,8306.31,6.71,Potatoes,213518
Belarus,2010,618,8306.31,6.71,Wheat,28851
Belarus,2011,618,8306.31,7.29,Maize,65950
Belarus,2011,618,8306.31,7.29,Potatoes,209564
Belarus,2011,618,8306.31,7.29,Wheat,33088
Belarus,2012,618,9578.67,6.33,Maize,50407
Belarus,2012,618,9578.67,6.33,Potatoes,208131
Belarus,2012,618,9578.67,6.33,Wheat,35822
Belarus,2013,618,9163.51,7.83,Maize,55656
Belarus,2013,618,9163.51,7.83,Potatoes,193536
Belarus,2013,618,9163.51,7.83,Wheat,30610
Belgium,2000,847,9560.49,11.37,Maize,111006
Belgium,2000,847,9560.49,11.37,Potatoes,444058
Belgium,2000,847,9560.49,11.37,Wheat,79198
Belgium,2001,847,8529.07,10.94,Maize,113522
Belgium,2001,847,8529.07,10.94,Potatoes,412267
Belgium,2001,847,8529.07,10.94,Wheat,80475
Belgium,2002,847,9204,11.44,Maize,111962
Belgium,2002,847,9204,11.44,Potatoes,471475
Belgium,2002,847,9204,11.44,Wheat,82757
Belgium,2004,847,9186,10.94,Maize,122246
Belgium,2004,847,9186,10.94,Potatoes,483955
Belgium,2004,847,9186,10.94,Wheat,89806
Belgium,2005,847,9776,11.16,Maize,116872
Belgium,2005,847,9776,11.16,Potatoes,428135
Belgium,2005,847,9776,11.16,Wheat,82733
Belgium,2006,847,8244.02,11.48,Maize,101929
Belgium,2006,847,8244.02,11.48,Potatoes,385452
Belgium,2006,847,8244.02,11.48,Wheat,82549
Belgium,2007,847,6712.05,11.52,Maize,131278
Belgium,2007,847,6712.05,11.52,Potatoes,469491
Belgium,2007,847,6712.05,11.52,Wheat,78908
Belgium,2008,847,6516.47,10.9,Maize,119258
Belgium,2008,847,6516.47,10.9,Potatoes,460711
Belgium,2008,847,6516.47,10.9,Wheat,87585
Belgium,2009,847,5496.04,11,Maize,121174
Belgium,2009,847,5496.04,11,Potatoes,447083
Belgium,2009,847,5496.04,11,Wheat,94652
Belgium,2010,847,4644.53,9.74,Maize,119283
Belgium,2010,847,4644.53,9.74,Potatoes,422676
Belgium,2010,847,4644.53,9.74,Wheat,88272
Belgium,2011,847,5740.44,11.69,Maize,119360
Belgium,2011,847,5740.44,11.69,Potatoes,501412
Belgium,2011,847,5740.44,11.69,Wheat,84046
Belgium,2012,847,6139.3,10.68,Maize,102438
Belgium,2012,847,6139.3,10.68,Potatoes,454233
Belgium,2012,847,6139.3,10.68,Wheat,84522
Belgium,2013,847,5905.6,10.36,Maize,111500
Belgium,2013,847,5905.6,10.36,Potatoes,454642
Belgium,2013,847,5905.6,10.36,Wheat,89349
Botswana,1990,416,17,19.54,Maize,2899
Botswana,1990,416,17,19.54,Sorghum,2500
Botswana,1990,416,17,19.54,Wheat,26178
Botswana,1991,416,19,19.29,Maize,3962
Botswana,1991,416,19,19.29,Sorghum,3663
Botswana,1991,416,19,19.29,Wheat,22464
Botswana,1992,416,17,20.59,Maize,1899
Botswana,1992,416,17,20.59,Sorghum,2909
Botswana,1992,416,17,20.59,Wheat,21653
Botswana,1993,416,17,19.97,Maize,1353
Botswana,1993,416,17,19.97,Sorghum,5236
Botswana,1993,416,17,19.97,Wheat,20843
Botswana,1994,416,17,19.26,Maize,1698
Botswana,1994,416,17,19.26,Sorghum,2182
Botswana,1994,416,17,19.26,Wheat,20032
Botswana,1995,416,17,19.96,Maize,9477
Botswana,1995,416,17,19.96,Sorghum,3597
Botswana,1995,416,17,19.96,Wheat,19222
Botswana,1996,416,17,19.1,Maize,2463
Botswana,1996,416,17,19.1,Sorghum,3592
Botswana,1996,416,17,19.1,Wheat,19009
Botswana,1997,416,17,19.26,Maize,2867
Botswana,1997,416,17,19.26,Sorghum,2455
Botswana,1997,416,17,19.26,Wheat,17235
Botswana,1998,416,17,20.05,Maize,910
Botswana,1998,416,17,20.05,Sorghum,3364
Botswana,1998,416,17,20.05,Wheat,16667
Botswana,1999,416,17,20.24,Maize,1111
Botswana,1999,416,17,20.24,Sorghum,2669
Botswana,1999,416,17,20.24,Wheat,16337
Botswana,2000,416,17,18.97,Maize,1123
Botswana,2000,416,17,18.97,Sorghum,1573
Botswana,2000,416,17,18.97,Wheat,15878
Botswana,2001,416,17,19.36,Maize,1992
Botswana,2001,416,17,19.36,Sorghum,11538
Botswana,2001,416,17,19.36,Wheat,15714
Botswana,2002,416,17,19.89,Maize,2947
Botswana,2002,416,17,19.89,Sorghum,4218
Botswana,2002,416,17,19.89,Wheat,14563
Botswana,2004,416,17,19.41,Maize,1743
Botswana,2004,416,17,19.41,Sorghum,3343
Botswana,2004,416,17,19.41,Wheat,12692
Botswana,2005,416,17,20.42,Maize,2297
Botswana,2005,416,17,20.42,Sorghum,18316
Botswana,2005,416,17,20.42,Wheat,11614
Botswana,2006,416,17,18.97,Maize,2511
Botswana,2006,416,17,18.97,Sorghum,5024
Botswana,2006,416,17,18.97,Wheat,10452
Botswana,2007,416,17,19.71,Maize,1219
Botswana,2007,416,17,19.71,Sorghum,9979
Botswana,2007,416,17,19.71,Wheat,9000
Botswana,2008,416,17,19.63,Maize,1844
Botswana,2008,416,17,19.63,Sorghum,5507
Botswana,2008,416,17,19.63,Wheat,8000
Botswana,2009,416,17,19.25,Maize,2429
Botswana,2009,416,17,19.25,Sorghum,5042
Botswana,2010,416,17,19.98,Maize,1617
Botswana,2010,416,17,19.98,Sorghum,5701
Botswana,2011,416,17,19.19,Maize,3473
Botswana,2011,416,17,19.19,Sorghum,6690
Botswana,2012,416,17,19.83,Maize,1370
Botswana,2012,416,17,19.83,Sorghum,6779
Botswana,2013,416,17,18.69,Maize,849
Botswana,2013,416,17,18.69,Sorghum,3168
Brazil,1990,1761,49695,21.88,Cassava,125529
Brazil,1990,1761,49695,21.88,Maize,18735
Brazil,1990,1761,49695,21.88,Potatoes,141084
Brazil,1990,1761,49695,21.88,"Rice, paddy",18803
Brazil,1990,1761,49695,21.88,Sorghum,17150
Brazil,1990,1761,49695,21.88,Soybeans,17322
Brazil,1990,1761,49695,21.88,Sweet potatoes,101661
Brazil,1990,1761,49695,21.88,Wheat,11540
Brazil,1990,1761,49695,21.88,Yams,91489
Brazil,1990,1761,49695,20.29,Cassava,125529
Brazil,1990,1761,49695,20.29,Maize,18735
Brazil,1990,1761,49695,20.29,Potatoes,141084
Brazil,1990,1761,49695,20.29,"Rice, paddy",18803
Brazil,1990,1761,49695,20.29,Sorghum,17150
Brazil,1990,1761,49695,20.29,Soybeans,17322
Brazil,1990,1761,49695,20.29,Sweet potatoes,101661
Brazil,1990,1761,49695,20.29,Wheat,11540
Brazil,1990,1761,49695,20.29,Yams,91489
Brazil,1990,1761,49695,17.77,Cassava,125529
Brazil,1990,1761,49695,17.77,Maize,18735
Brazil,1990,1761,49695,17.77,Potatoes,141084
Brazil,1990,1761,49695,17.77,"Rice, paddy",18803
Brazil,1990,1761,49695,17.77,Sorghum,17150
Brazil,1990,1761,49695,17.77,Soybeans,17322
Brazil,1990,1761,49695,17.77,Sweet potatoes,101661
Brazil,1990,1761,49695,17.77,Wheat,11540
Brazil,1990,1761,49695,17.77,Yams,91489
Brazil,1990,1761,49695,27.65,Cassava,125529
Brazil,1990,1761,49695,27.65,Maize,18735
Brazil,1990,1761,49695,27.65,Potatoes,141084
Brazil,1990,1761,49695,27.65,"Rice, paddy",18803
Brazil,1990,1761,49695,27.65,Sorghum,17150
Brazil,1990,1761,49695,27.65,Soybeans,17322
Brazil,1990,1761,49695,27.65,Sweet potatoes,101661
Brazil,1990,1761,49695,27.65,Wheat,11540
Brazil,1990,1761,49695,27.65,Yams,91489
Brazil,1990,1761,49695,27.07,Cassava,125529
Brazil,1990,1761,49695,27.07,Maize,18735
Brazil,1990,1761,49695,27.07,Potatoes,141084
Brazil,1990,1761,49695,27.07,"Rice, paddy",18803
Brazil,1990,1761,49695,27.07,Sorghum,17150
Brazil,1990,1761,49695,27.07,Soybeans,17322
Brazil,1990,1761,49695,27.07,Sweet potatoes,101661
Brazil,1990,1761,49695,27.07,Wheat,11540
Brazil,1990,1761,49695,27.07,Yams,91489
Brazil,1990,1761,49695,18.47,Cassava,125529
Brazil,1990,1761,49695,18.47,Maize,18735
Brazil,1990,1761,49695,18.47,Potatoes,141084
Brazil,1990,1761,49695,18.47,"Rice, paddy",18803
Brazil,1990,1761,49695,18.47,Sorghum,17150
Brazil,1990,1761,49695,18.47,Soybeans,17322
Brazil,1990,1761,49695,18.47,Sweet potatoes,101661
Brazil,1990,1761,49695,18.47,Wheat,11540
Brazil,1990,1761,49695,18.47,Yams,91489
Brazil,1990,1761,49695,25.76,Cassava,125529
Brazil,1990,1761,49695,25.76,Maize,18735
Brazil,1990,1761,49695,25.76,Potatoes,141084
Brazil,1990,1761,49695,25.76,"Rice, paddy",18803
Brazil,1990,1761,49695,25.76,Sorghum,17150
Brazil,1990,1761,49695,25.76,Soybeans,17322
Brazil,1990,1761,49695,25.76,Sweet potatoes,101661
Brazil,1990,1761,49695,25.76,Wheat,11540
Brazil,1990,1761,49695,25.76,Yams,91489
Brazil,1990,1761,49695,24.64,Cassava,125529
Brazil,1990,1761,49695,24.64,Maize,18735
Brazil,1990,1761,49695,24.64,Potatoes,141084
Brazil,1990,1761,49695,24.64,"Rice, paddy",18803
Brazil,1990,1761,49695,24.64,Sorghum,17150
Brazil,1990,1761,49695,24.64,Soybeans,17322
Brazil,1990,1761,49695,24.64,Sweet potatoes,101661
Brazil,1990,1761,49695,24.64,Wheat,11540
Brazil,1990,1761,49695,24.64,Yams,91489
Brazil,1990,1761,49695,25.29,Cassava,125529
Brazil,1990,1761,49695,25.29,Maize,18735
Brazil,1990,1761,49695,25.29,Potatoes,141084
Brazil,1990,1761,49695,25.29,"Rice, paddy",18803
Brazil,1990,1761,49695,25.29,Sorghum,17150
Brazil,1990,1761,49695,25.29,Soybeans,17322
Brazil,1990,1761,49695,25.29,Sweet potatoes,101661
Brazil,1990,1761,49695,25.29,Wheat,11540
Brazil,1990,1761,49695,25.29,Yams,91489
Brazil,1991,1761,58349.44,21.43,Cassava,126164
Brazil,1991,1761,58349.44,21.43,Maize,18084
Brazil,1991,1761,58349.44,21.43,Potatoes,140264
Brazil,1991,1761,58349.44,21.43,"Rice, paddy",23020
Brazil,1991,1761,58349.44,21.43,Sorghum,14834
Brazil,1991,1761,58349.44,21.43,Soybeans,15533
Brazil,1991,1761,58349.44,21.43,Sweet potatoes,101504
Brazil,1991,1761,58349.44,21.43,Wheat,14232
Brazil,1991,1761,58349.44,21.43,Yams,91353
Brazil,1991,1761,58349.44,20.13,Cassava,126164
Brazil,1991,1761,58349.44,20.13,Maize,18084
Brazil,1991,1761,58349.44,20.13,Potatoes,140264
Brazil,1991,1761,58349.44,20.13,"Rice, paddy",23020
Brazil,1991,1761,58349.44,20.13,Sorghum,14834
Brazil,1991,1761,58349.44,20.13,Soybeans,15533
Brazil,1991,1761,58349.44,20.13,Sweet potatoes,101504
Brazil,1991,1761,58349.44,20.13,Wheat,14232
Brazil,1991,1761,58349.44,20.13,Yams,91353
Brazil,1991,1761,58349.44,17.95,Cassava,126164
Brazil,1991,1761,58349.44,17.95,Maize,18084
Brazil,1991,1761,58349.44,17.95,Potatoes,140264
Brazil,1991,1761,58349.44,17.95,"Rice, paddy",23020
Brazil,1991,1761,58349.44,17.95,Sorghum,14834
Brazil,1991,1761,58349.44,17.95,Soybeans,15533
Brazil,1991,1761,58349.44,17.95,Sweet potatoes,101504
Brazil,1991,1761,58349.44,17.95,Wheat,14232
Brazil,1991,1761,58349.44,17.95,Yams,91353
Brazil,1991,1761,58349.44,27.34,Cassava,126164
Brazil,1991,1761,58349.44,27.34,Maize,18084
Brazil,1991,1761,58349.44,27.34,Potatoes,140264
Brazil,1991,1761,58349.44,27.34,"Rice, paddy",23020
Brazil,1991,1761,58349.44,27.34,Sorghum,14834
Brazil,1991,1761,58349.44,27.34,Soybeans,15533
Brazil,1991,1761,58349.44,27.34,Sweet potatoes,101504
Brazil,1991,1761,58349.44,27.34,Wheat,14232
Brazil,1991,1761,58349.44,27.34,Yams,91353
Brazil,1991,1761,58349.44,27.21,Cassava,126164
Brazil,1991,1761,58349.44,27.21,Maize,18084
Brazil,1991,1761,58349.44,27.21,Potatoes,140264
Brazil,1991,1761,58349.44,27.21,"Rice, paddy",23020
Brazil,1991,1761,58349.44,27.21,Sorghum,14834
Brazil,1991,1761,58349.44,27.21,Soybeans,15533
Brazil,1991,1761,58349.44,27.21,Sweet potatoes,101504
Brazil,1991,1761,58349.44,27.21,Wheat,14232
Brazil,1991,1761,58349.44,27.21,Yams,91353
Brazil,1991,1761,58349.44,19.11,Cassava,126164
Brazil,1991,1761,58349.44,19.11,Maize,18084
Brazil,1991,1761,58349.44,19.11,Potatoes,140264
Brazil,1991,1761,58349.44,19.11,"Rice, paddy",23020
Brazil,1991,1761,58349.44,19.11,Sorghum,14834
Brazil,1991,1761,58349.44,19.11,Soybeans,15533
Brazil,1991,1761,58349.44,19.11,Sweet potatoes,101504
Brazil,1991,1761,58349.44,19.11,Wheat,14232
Brazil,1991,1761,58349.44,19.11,Yams,91353
Brazil,1991,1761,58349.44,25.57,Cassava,126164
Brazil,1991,1761,58349.44,25.57,Maize,18084
Brazil,1991,1761,58349.44,25.57,Potatoes,140264
Brazil,1991,1761,58349.44,25.57,"Rice, paddy",23020
Brazil,1991,1761,58349.44,25.57,Sorghum,14834
Brazil,1991,1761,58349.44,25.57,Soybeans,15533
Brazil,1991,1761,58349.44,25.57,Sweet potatoes,101504
Brazil,1991,1761,58349.44,25.57,Wheat,14232
Brazil,1991,1761,58349.44,25.57,Yams,91353
Brazil,1991,1761,58349.44,24.25,Cassava,126164
Brazil,1991,1761,58349.44,24.25,Maize,18084
Brazil,1991,1761,58349.44,24.25,Potatoes,140264
Brazil,1991,1761,58349.44,24.25,"Rice, paddy",23020
Brazil,1991,1761,58349.44,24.25,Sorghum,14834
Brazil,1991,1761,58349.44,24.25,Soybeans,15533
Brazil,1991,1761,58349.44,24.25,Sweet potatoes,101504
Brazil,1991,1761,58349.44,24.25,Wheat,14232
Brazil,1991,1761,58349.44,24.25,Yams,91353
Brazil,1991,1761,58349.44,25.06,Cassava,126164
Brazil,1991,1761,58349.44,25.06,Maize,18084
Brazil,1991,1761,58349.44,25.06,Potatoes,140264
Brazil,1991,1761,58349.44,25.06,"Rice, paddy",23020
Brazil,1991,1761,58349.44,25.06,Sorghum,14834
Brazil,1991,1761,58349.44,25.06,Soybeans,15533
Brazil,1991,1761,58349.44,25.06,Sweet potatoes,101504
Brazil,1991,1761,58349.44,25.06,Wheat,14232
Brazil,1991,1761,58349.44,25.06,Yams,91353
Brazil,1992,1761,67003.89,21.35,Cassava,120019
Brazil,1992,1761,67003.89,21.35,Maize,22828
Brazil,1992,1761,67003.89,21.35,Potatoes,140432
Brazil,1992,1761,67003.89,21.35,"Rice, paddy",21349
Brazil,1992,1761,67003.89,21.35,Sorghum,17190
Brazil,1992,1761,67003.89,21.35,Soybeans,20352
Brazil,1992,1761,67003.89,21.35,Sweet potatoes,104452
Brazil,1992,1761,67003.89,21.35,Wheat,14295
Brazil,1992,1761,67003.89,21.35,Yams,91413
Brazil,1992,1761,67003.89,20.21,Cassava,120019
Brazil,1992,1761,67003.89,20.21,Maize,22828
Brazil,1992,1761,67003.89,20.21,Potatoes,140432
Brazil,1992,1761,67003.89,20.21,"Rice, paddy",21349
Brazil,1992,1761,67003.89,20.21,Sorghum,17190
Brazil,1992,1761,67003.89,20.21,Soybeans,20352
Brazil,1992,1761,67003.89,20.21,Sweet potatoes,104452
Brazil,1992,1761,67003.89,20.21,Wheat,14295
Brazil,1992,1761,67003.89,20.21,Yams,91413
Brazil,1992,1761,67003.89,17.8,Cassava,120019
Brazil,1992,1761,67003.89,17.8,Maize,22828
Brazil,1992,1761,67003.89,17.8,Potatoes,140432
Brazil,1992,1761,67003.89,17.8,"Rice, paddy",21349
Brazil,1992,1761,67003.89,17.8,Sorghum,17190
Brazil,1992,1761,67003.89,17.8,Soybeans,20352
Brazil,1992,1761,67003.89,17.8,Sweet potatoes,104452
Brazil,1992,1761,67003.89,17.8,Wheat,14295
Brazil,1992,1761,67003.89,17.8,Yams,91413
Brazil,1992,1761,67003.89,27.58,Cassava,120019
Brazil,1992,1761,67003.89,27.58,Maize,22828
Brazil,1992,1761,67003.89,27.58,Potatoes,140432
Brazil,1992,1761,67003.89,27.58,"Rice, paddy",21349
Brazil,1992,1761,67003.89,27.58,Sorghum,17190
Brazil,1992,1761,67003.89,27.58,Soybeans,20352
Brazil,1992,1761,67003.89,27.58,Sweet potatoes,104452
Brazil,1992,1761,67003.89,27.58,Wheat,14295
Brazil,1992,1761,67003.89,27.58,Yams,91413
Brazil,1992,1761,67003.89,27.42,Cassava,120019
Brazil,1992,1761,67003.89,27.42,Maize,22828
Brazil,1992,1761,67003.89,27.42,Potatoes,140432
Brazil,1992,1761,67003.89,27.42,"Rice, paddy",21349
Brazil,1992,1761,67003.89,27.42,Sorghum,17190
Brazil,1992,1761,67003.89,27.42,Soybeans,20352
Brazil,1992,1761,67003.89,27.42,Sweet potatoes,104452
Brazil,1992,1761,67003.89,27.42,Wheat,14295
Brazil,1992,1761,67003.89,27.42,Yams,91413
Brazil,1992,1761,67003.89,18.72,Cassava,120019
Brazil,1992,1761,67003.89,18.72,Maize,22828
Brazil,1992,1761,67003.89,18.72,Potatoes,140432
Brazil,1992,1761,67003.89,18.72,"Rice, paddy",21349
Brazil,1992,1761,67003.89,18.72,Sorghum,17190
Brazil,1992,1761,67003.89,18.72,Soybeans,20352
Brazil,1992,1761,67003.89,18.72,Sweet potatoes,104452
Brazil,1992,1761,67003.89,18.72,Wheat,14295
Brazil,1992,1761,67003.89,18.72,Yams,91413
Brazil,1992,1761,67003.89,25.61,Cassava,120019
Brazil,1992,1761,67003.89,25.61,Maize,22828
Brazil,1992,1761,67003.89,25.61,Potatoes,140432
Brazil,1992,1761,67003.89,25.61,"Rice, paddy",21349
Brazil,1992,1761,67003.89,25.61,Sorghum,17190
Brazil,1992,1761,67003.89,25.61,Soybeans,20352
Brazil,1992,1761,67003.89,25.61,Sweet potatoes,104452
Brazil,1992,1761,67003.89,25.61,Wheat,14295
Brazil,1992,1761,67003.89,25.61,Yams,91413
Brazil,1992,1761,67003.89,24.24,Cassava,120019
Brazil,1992,1761,67003.89,24.24,Maize,22828
Brazil,1992,1761,67003.89,24.24,Potatoes,140432
Brazil,1992,1761,67003.89,24.24,"Rice, paddy",21349
Brazil,1992,1761,67003.89,24.24,Sorghum,17190
Brazil,1992,1761,67003.89,24.24,Soybeans,20352
Brazil,1992,1761,67003.89,24.24,Sweet potatoes,104452
Brazil,1992,1761,67003.89,24.24,Wheat,14295
Brazil,1992,1761,67003.89,24.24,Yams,91413
Brazil,1992,1761,67003.89,24.97,Cassava,120019
Brazil,1992,1761,67003.89,24.97,Maize,22828
Brazil,1992,1761,67003.89,24.97,Potatoes,140432
Brazil,1992,1761,67003.89,24.97,"Rice, paddy",21349
Brazil,1992,1761,67003.89,24.97,Sorghum,17190
Brazil,1992,1761,67003.89,24.97,Soybeans,20352
Brazil,1992,1761,67003.89,24.97,Sweet potatoes,104452
Brazil,1992,1761,67003.89,24.97,Wheat,14295
Brazil,1992,1761,67003.89,24.97,Yams,91413
Brazil,1993,1761,75658.33,21.94,Cassava,120628
Brazil,1993,1761,75658.33,21.94,Maize,25321
Brazil,1993,1761,75658.33,21.94,Potatoes,146090
Brazil,1993,1761,75658.33,21.94,"Rice, paddy",22912
Brazil,1993,1761,75658.33,21.94,Sorghum,20167
Brazil,1993,1761,75658.33,21.94,Soybeans,21241
Brazil,1993,1761,75658.33,21.94,Sweet potatoes,107920
Brazil,1993,1761,75658.33,21.94,Wheat,14825
Brazil,1993,1761,75658.33,21.94,Yams,91471
Brazil,1993,1761,75658.33,20.49,Cassava,120628
Brazil,1993,1761,75658.33,20.49,Maize,25321
Brazil,1993,1761,75658.33,20.49,Potatoes,146090
Brazil,1993,1761,75658.33,20.49,"Rice, paddy",22912
Brazil,1993,1761,75658.33,20.49,Sorghum,20167
Brazil,1993,1761,75658.33,20.49,Soybeans,21241
Brazil,1993,1761,75658.33,20.49,Sweet potatoes,107920
Brazil,1993,1761,75658.33,20.49,Wheat,14825
Brazil,1993,1761,75658.33,20.49,Yams,91471
Brazil,1993,1761,75658.33,17.93,Cassava,120628
Brazil,1993,1761,75658.33,17.93,Maize,25321
Brazil,1993,1761,75658.33,17.93,Potatoes,146090
Brazil,1993,1761,75658.33,17.93,"Rice, paddy",22912
Brazil,1993,1761,75658.33,17.93,Sorghum,20167
Brazil,1993,1761,75658.33,17.93,Soybeans,21241
Brazil,1993,1761,75658.33,17.93,Sweet potatoes,107920
Brazil,1993,1761,75658.33,17.93,Wheat,14825
Brazil,1993,1761,75658.33,17.93,Yams,91471
Brazil,1993,1761,75658.33,28.18,Cassava,120628
Brazil,1993,1761,75658.33,28.18,Maize,25321
Brazil,1993,1761,75658.33,28.18,Potatoes,146090
Brazil,1993,1761,75658.33,28.18,"Rice, paddy",22912
Brazil,1993,1761,75658.33,28.18,Sorghum,20167
Brazil,1993,1761,75658.33,28.18,Soybeans,21241
Brazil,1993,1761,75658.33,28.18,Sweet potatoes,107920
Brazil,1993,1761,75658.33,28.18,Wheat,14825
Brazil,1993,1761,75658.33,28.18,Yams,91471
Brazil,1993,1761,75658.33,26.89,Cassava,120628
Brazil,1993,1761,75658.33,26.89,Maize,25321
Brazil,1993,1761,75658.33,26.89,Potatoes,146090
Brazil,1993,1761,75658.33,26.89,"Rice, paddy",22912
